variant,detector,x_enhancement_var,y_structure_delta,n,pearson,spearman
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_bgr_delta,delta_endpoints_per_1k_skel_px,168,0.26508878822276555,0.09699448015336261
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_bgr_delta,delta_pred_edge_density,168,0.29858712433106677,0.2690111169636715
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_luma_delta,delta_boundary_f1_tol,168,-0.10160681604926143,-0.22429162656831153
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_luma_delta,delta_boundary_precision_tol,168,-0.0770241011260547,-0.2235500829807969
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_luma_delta,delta_boundary_recall_tol,168,-0.07162890533494622,0.01347520005053315
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_luma_delta,delta_false_edge_ratio_tol,168,0.07702410112605468,0.2235500829807969
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_luma_delta,delta_endpoints_per_1k_skel_px,168,0.3523250681573149,0.1289123459987144
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_luma_delta,delta_pred_edge_density,168,0.027937807295164208,0.08650723298458195
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_chroma_delta,delta_boundary_f1_tol,168,-0.016208051454529485,0.018138701464357844
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_chroma_delta,delta_boundary_precision_tol,168,-0.10311241048385134,-0.10873097423074392
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_chroma_delta,delta_boundary_recall_tol,168,0.23482204660161204,0.2545311130849424
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_chroma_delta,delta_false_edge_ratio_tol,168,0.10311241048385128,0.10873097423074392
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_chroma_delta,delta_endpoints_per_1k_skel_px,168,0.12389171842352943,0.08249816391006001
FF02_detector_compatible,diffusionedge_baseline_50k,mean_abs_chroma_delta,delta_pred_edge_density,168,0.2700237748455161,0.23561472221816976
FF02_detector_compatible,diffusionedge_baseline_50k,psnr_vs_raw,delta_boundary_f1_tol,168,0.13446406169726985,0.006509381912421986
FF02_detector_compatible,diffusionedge_baseline_50k,psnr_vs_raw,delta_boundary_precision_tol,168,0.24736063770929967,0.14564868572238449
FF02_detector_compatible,diffusionedge_baseline_50k,psnr_vs_raw,delta_boundary_recall_tol,168,-0.2352302588838345,-0.29939081287195796
FF02_detector_compatible,diffusionedge_baseline_50k,psnr_vs_raw,delta_false_edge_ratio_tol,168,-0.24736063770929986,-0.14564868572238449
FF02_detector_compatible,diffusionedge_baseline_50k,psnr_vs_raw,delta_endpoints_per_1k_skel_px,168,-0.15530887587048295,-0.08843349360190333
FF02_detector_compatible,diffusionedge_baseline_50k,psnr_vs_raw,delta_pred_edge_density,168,-0.37786983763085713,-0.2719823850043838
FF02_detector_compatible,diffusionedge_baseline_50k,grad_mean_ratio,delta_boundary_f1_tol,168,0.15176846133634078,0.2523650923006059
FF02_detector_compatible,diffusionedge_baseline_50k,grad_mean_ratio,delta_boundary_precision_tol,168,0.11804673369786703,0.17933701489666481
FF02_detector_compatible,diffusionedge_baseline_50k,grad_mean_ratio,delta_boundary_recall_tol,168,0.18351974772442892,0.2483059291273017
FF02_detector_compatible,diffusionedge_baseline_50k,grad_mean_ratio,delta_false_edge_ratio_tol,168,-0.11804673369786697,-0.17933701489666481
FF02_detector_compatible,diffusionedge_baseline_50k,grad_mean_ratio,delta_endpoints_per_1k_skel_px,168,-0.11795430863188841,-0.17418041612028468
FF02_detector_compatible,diffusionedge_baseline_50k,grad_mean_ratio,delta_pred_edge_density,168,0.13290847250281176,-0.010541168134213545
FF02_detector_compatible,diffusionedge_baseline_50k,luma_std_ratio,delta_boundary_f1_tol,168,-0.03333178857042777,0.15435991921482478
FF02_detector_compatible,diffusionedge_baseline_50k,luma_std_ratio,delta_boundary_precision_tol,168,-0.1375099194883793,0.005509690677815966
FF02_detector_compatible,diffusionedge_baseline_50k,luma_std_ratio,delta_boundary_recall_tol,168,0.23360854965195194,0.38951302594151305
FF02_detector_compatible,diffusionedge_baseline_50k,luma_std_ratio,delta_false_edge_ratio_tol,168,0.1375099194883793,-0.005509690677815966
FF02_detector_compatible,diffusionedge_baseline_50k,luma_std_ratio,delta_endpoints_per_1k_skel_px,168,0.03158399330916306,-0.09187134011359963
FF02_detector_compatible,diffusionedge_baseline_50k,luma_std_ratio,delta_pred_edge_density,168,0.27509714146663256,0.21241276330570813
FF02_detector_compatible,msfi_50k,mean_abs_bgr_delta,delta_boundary_f1_tol,168,-0.2063437873579619,-0.05896697075306678
FF02_detector_compatible,msfi_50k,mean_abs_bgr_delta,delta_boundary_precision_tol,168,-0.2647507297156971,-0.14036259916584762
FF02_detector_compatible,msfi_50k,mean_abs_bgr_delta,delta_boundary_recall_tol,168,0.2063526939623639,0.19654793271167673
FF02_detector_compatible,msfi_50k,mean_abs_bgr_delta,delta_false_edge_ratio_tol,168,0.2647507297156972,0.14036259916584762
FF02_detector_compatible,msfi_50k,mean_abs_bgr_delta,delta_endpoints_per_1k_skel_px,168,0.2701936460804375,0.23834553672543593
FF02_detector_compatible,msfi_50k,mean_abs_bgr_delta,delta_pred_edge_density,168,0.17637039270324587,0.14158573083608844
FF02_detector_compatible,msfi_50k,mean_abs_luma_delta,delta_boundary_f1_tol,168,-0.07405449766211107,-0.13764325580411935
FF02_detector_compatible,msfi_50k,mean_abs_luma_delta,delta_boundary_precision_tol,168,-0.08634472083999671,-0.1443627461859295
FF02_detector_compatible,msfi_50k,mean_abs_luma_delta,delta_boundary_recall_tol,168,0.03758736191985227,0.04751784238382936
FF02_detector_compatible,msfi_50k,mean_abs_luma_delta,delta_false_edge_ratio_tol,168,0.08634472083999672,0.1443627461859295
FF02_detector_compatible,msfi_50k,mean_abs_luma_delta,delta_endpoints_per_1k_skel_px,168,0.019701987558651487,0.11349212510272909
FF02_detector_compatible,msfi_50k,mean_abs_luma_delta,delta_pred_edge_density,168,0.011145143306743245,0.10017912405061993
FF02_detector_compatible,msfi_50k,mean_abs_chroma_delta,delta_boundary_f1_tol,168,-0.011785025667639755,-0.015438367380304192
FF02_detector_compatible,msfi_50k,mean_abs_chroma_delta,delta_boundary_precision_tol,168,-0.05737605344728234,-0.08172717367947262
FF02_detector_compatible,msfi_50k,mean_abs_chroma_delta,delta_boundary_recall_tol,168,0.20279446744383525,0.17394721895736304
FF02_detector_compatible,msfi_50k,mean_abs_chroma_delta,delta_false_edge_ratio_tol,168,0.05737605344728243,0.08172717367947262
FF02_detector_compatible,msfi_50k,mean_abs_chroma_delta,delta_endpoints_per_1k_skel_px,168,0.20107509426063336,0.2116699888100412
FF02_detector_compatible,msfi_50k,mean_abs_chroma_delta,delta_pred_edge_density,168,0.12117475440428178,0.0974634127885946
FF02_detector_compatible,msfi_50k,psnr_vs_raw,delta_boundary_f1_tol,168,0.139475079835692,0.047550171531336914
FF02_detector_compatible,msfi_50k,psnr_vs_raw,delta_boundary_precision_tol,168,0.19873070382756697,0.12662751395717373
FF02_detector_compatible,msfi_50k,psnr_vs_raw,delta_boundary_recall_tol,168,-0.1842348825940277,-0.19374247657753202
FF02_detector_compatible,msfi_50k,psnr_vs_raw,delta_false_edge_ratio_tol,168,-0.19873070382756697,-0.12662751395717373
FF02_detector_compatible,msfi_50k,psnr_vs_raw,delta_endpoints_per_1k_skel_px,168,-0.26135485026365934,-0.23599990185527378
FF02_detector_compatible,msfi_50k,psnr_vs_raw,delta_pred_edge_density,168,-0.21889957657758147,-0.12641429449021974
FF02_detector_compatible,msfi_50k,grad_mean_ratio,delta_boundary_f1_tol,168,0.1649845754024267,0.22815376108191185
FF02_detector_compatible,msfi_50k,grad_mean_ratio,delta_boundary_precision_tol,168,0.15185649799233544,0.20176427638118533
FF02_detector_compatible,msfi_50k,grad_mean_ratio,delta_boundary_recall_tol,168,0.16115590641722152,0.1887304532154392
FF02_detector_compatible,msfi_50k,grad_mean_ratio,delta_false_edge_ratio_tol,168,-0.15185649799233536,-0.20176427638118533
FF02_detector_compatible,msfi_50k,grad_mean_ratio,delta_endpoints_per_1k_skel_px,168,-0.0506137310898195,-0.08027368672382343
FF02_detector_compatible,msfi_50k,grad_mean_ratio,delta_pred_edge_density,168,0.031336888438845044,-0.17192354174240723
FF02_detector_compatible,msfi_50k,luma_std_ratio,delta_boundary_f1_tol,168,-0.042850927807461296,0.06513092874564562
FF02_detector_compatible,msfi_50k,luma_std_ratio,delta_boundary_precision_tol,168,-0.08712262496089743,0.02309554451294523
FF02_detector_compatible,msfi_50k,luma_std_ratio,delta_boundary_recall_tol,168,0.1452221789799199,0.18851975669193718
FF02_detector_compatible,msfi_50k,luma_std_ratio,delta_false_edge_ratio_tol,168,0.08712262496089743,-0.02309554451294523
FF02_detector_compatible,msfi_50k,luma_std_ratio,delta_endpoints_per_1k_skel_px,168,0.17273397739302268,0.10836527479970694
FF02_detector_compatible,msfi_50k,luma_std_ratio,delta_pred_edge_density,168,0.18446546798480087,0.016802596697009297
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_bgr_delta,delta_boundary_f1_tol,168,0.050217205618738006,0.015694443048211493
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_bgr_delta,delta_boundary_precision_tol,168,-0.09432611627290313,-0.1242327912845892
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_bgr_delta,delta_boundary_recall_tol,168,0.2489152392713333,0.1721875320920174
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_bgr_delta,delta_false_edge_ratio_tol,168,0.09432611627290298,0.1242327912845892
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_bgr_delta,delta_endpoints_per_1k_skel_px,168,0.1481103019854107,0.09572744866521433
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_bgr_delta,delta_pred_edge_density,168,0.3946783239909534,0.3308098177234837
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_luma_delta,delta_boundary_f1_tol,168,0.09450445363959252,0.0510455692458902
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_luma_delta,delta_boundary_precision_tol,168,-0.051746954361490634,-0.06139193619210048
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_luma_delta,delta_boundary_recall_tol,168,0.2539122923639577,0.13602867281244757
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_luma_delta,delta_false_edge_ratio_tol,168,0.05174695436149053,0.06139193619210048
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_luma_delta,delta_endpoints_per_1k_skel_px,168,0.1611310616370132,0.11365633020021484
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_luma_delta,delta_pred_edge_density,168,0.3345903839431536,0.32072227965585837
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_chroma_delta,delta_boundary_f1_tol,168,0.04536814097788727,0.06931522524776136
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_chroma_delta,delta_boundary_precision_tol,168,-0.05493605020329574,-0.021789365281688282
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_chroma_delta,delta_boundary_recall_tol,168,0.20978201359870613,0.16407063693458698
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_chroma_delta,delta_false_edge_ratio_tol,168,0.05493605020329542,0.021789365281688282
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_chroma_delta,delta_endpoints_per_1k_skel_px,168,0.0384081709192697,-0.0107787972721576
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,mean_abs_chroma_delta,delta_pred_edge_density,168,0.43520525704824115,0.2885883630709813
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,psnr_vs_raw,delta_boundary_f1_tol,168,-0.0480243431641138,-0.03721514119995191
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,psnr_vs_raw,delta_boundary_precision_tol,168,0.060103321229839114,0.08969984902609751
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,psnr_vs_raw,delta_boundary_recall_tol,168,-0.18936259021009683,-0.1535227804507535
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,psnr_vs_raw,delta_false_edge_ratio_tol,168,-0.06010332122983895,-0.08969984902609751
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,psnr_vs_raw,delta_endpoints_per_1k_skel_px,168,-0.1833796647462499,-0.09778000414481385
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,psnr_vs_raw,delta_pred_edge_density,168,-0.3208238071675212,-0.29910133063282823
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,grad_mean_ratio,delta_boundary_f1_tol,168,-0.034834615021544967,-0.005059376173742102
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,grad_mean_ratio,delta_boundary_precision_tol,168,0.01837070265247545,0.03364835831541466
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,grad_mean_ratio,delta_boundary_recall_tol,168,-0.08158618164074286,-0.09154738519906401
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,grad_mean_ratio,delta_false_edge_ratio_tol,168,-0.018370702652475483,-0.03364835831541466
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,grad_mean_ratio,delta_endpoints_per_1k_skel_px,168,-0.05595596009167732,-0.08196521142582851
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,grad_mean_ratio,delta_pred_edge_density,168,-0.11391744007251653,-0.33835379264056203
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,luma_std_ratio,delta_boundary_f1_tol,168,-0.07433277759623759,-0.03761756281657272
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,luma_std_ratio,delta_boundary_precision_tol,168,-0.09703718055062745,-0.036547616990077685
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,luma_std_ratio,delta_boundary_recall_tol,168,-0.007376731489651633,0.00018225792415482557
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,luma_std_ratio,delta_false_edge_ratio_tol,168,0.09703718055062702,0.036547616990077685
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,luma_std_ratio,delta_endpoints_per_1k_skel_px,168,-0.09641045268400657,-0.08089475828737237
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,luma_std_ratio,delta_pred_edge_density,168,0.07744498422018133,-0.03772620236170183
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_bgr_delta,delta_boundary_f1_tol,168,-0.07054106334942194,-0.03861134803418106
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_bgr_delta,delta_boundary_precision_tol,168,0.12478317368722786,0.18067053557734983
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_bgr_delta,delta_boundary_recall_tol,168,-0.210971287878,-0.21332134866465013
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_bgr_delta,delta_false_edge_ratio_tol,168,-0.12478317368722819,-0.18067053557734983
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_bgr_delta,delta_endpoints_per_1k_skel_px,168,-0.07022156434892027,-0.09578352058464307
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_bgr_delta,delta_pred_edge_density,168,-0.42411778010212847,-0.3203002162494807
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_luma_delta,delta_boundary_f1_tol,168,-0.08450797407456508,-0.08479645573725002
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_luma_delta,delta_boundary_precision_tol,168,0.1145735080983058,0.15545531796472437
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_luma_delta,delta_boundary_recall_tol,168,-0.24431333197637248,-0.27909096573974684
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_luma_delta,delta_false_edge_ratio_tol,168,-0.11457350809830627,-0.15545531796472437
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_luma_delta,delta_endpoints_per_1k_skel_px,168,-0.1517166566459082,-0.1917894010446888
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_luma_delta,delta_pred_edge_density,168,-0.48428438805211976,-0.5096389659396582
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_chroma_delta,delta_boundary_f1_tol,168,-0.12559320766385995,-0.012856951233196105
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_chroma_delta,delta_boundary_precision_tol,168,0.09720511718312196,0.1536759997794621
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_chroma_delta,delta_boundary_recall_tol,168,-0.23876758400612977,-0.16221211951081102
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_chroma_delta,delta_false_edge_ratio_tol,168,-0.09720511718312226,-0.1536759997794621
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_chroma_delta,delta_endpoints_per_1k_skel_px,168,-0.06271994764057537,-0.06866142796234795
P27_raw_detail_lowfreq_chroma,msfi_50k,mean_abs_chroma_delta,delta_pred_edge_density,168,-0.42645069499659594,-0.2491918497561603
P27_raw_detail_lowfreq_chroma,msfi_50k,psnr_vs_raw,delta_boundary_f1_tol,168,0.03248134121358174,0.013833877055246045
P27_raw_detail_lowfreq_chroma,msfi_50k,psnr_vs_raw,delta_boundary_precision_tol,168,-0.162630217804398,-0.22493084328721863
P27_raw_detail_lowfreq_chroma,msfi_50k,psnr_vs_raw,delta_boundary_recall_tol,168,0.22161488755438358,0.2439047417404331
P27_raw_detail_lowfreq_chroma,msfi_50k,psnr_vs_raw,delta_false_edge_ratio_tol,168,0.16263021780439832,0.22493084328721863
P27_raw_detail_lowfreq_chroma,msfi_50k,psnr_vs_raw,delta_endpoints_per_1k_skel_px,168,0.13367496944156496,0.14144133406361872
P27_raw_detail_lowfreq_chroma,msfi_50k,psnr_vs_raw,delta_pred_edge_density,168,0.4957229147705763,0.4750816376421611
P27_raw_detail_lowfreq_chroma,msfi_50k,grad_mean_ratio,delta_boundary_f1_tol,168,0.05803896009256402,0.04877542601695971
P27_raw_detail_lowfreq_chroma,msfi_50k,grad_mean_ratio,delta_boundary_precision_tol,168,-0.13581513957648844,-0.1800858986216671
P27_raw_detail_lowfreq_chroma,msfi_50k,grad_mean_ratio,delta_boundary_recall_tol,168,0.2331545981702612,0.2810006468384808
P27_raw_detail_lowfreq_chroma,msfi_50k,grad_mean_ratio,delta_false_edge_ratio_tol,168,0.13581513957648883,0.1800858986216671
P27_raw_detail_lowfreq_chroma,msfi_50k,grad_mean_ratio,delta_endpoints_per_1k_skel_px,168,0.07987459392325094,0.1901231330507118
P27_raw_detail_lowfreq_chroma,msfi_50k,grad_mean_ratio,delta_pred_edge_density,168,0.289781175817829,0.551335338314045
P27_raw_detail_lowfreq_chroma,msfi_50k,luma_std_ratio,delta_boundary_f1_tol,168,-0.10211261832543822,-0.12379624264184139
P27_raw_detail_lowfreq_chroma,msfi_50k,luma_std_ratio,delta_boundary_precision_tol,168,-0.07867016948525041,-0.13142942471257357
P27_raw_detail_lowfreq_chroma,msfi_50k,luma_std_ratio,delta_boundary_recall_tol,168,-0.01660609198559298,-0.039732227465751974
P27_raw_detail_lowfreq_chroma,msfi_50k,luma_std_ratio,delta_false_edge_ratio_tol,168,0.07867016948525035,0.13142942471257357
P27_raw_detail_lowfreq_chroma,msfi_50k,luma_std_ratio,delta_endpoints_per_1k_skel_px,168,-0.04397993779415491,-0.0015235542959334068
P27_raw_detail_lowfreq_chroma,msfi_50k,luma_std_ratio,delta_pred_edge_density,168,0.07223551323398208,0.1884677951834725
